customer_id,customer_name,gender,age,city,state,join_date,plan_id,contract_type,internet_service,tenure_months,churn
6557,Arunima Kanda,Male,68,Miryalaguda,Maharashtra,2023-07-01,2,Annual,DSL,52,No
6558,Harsh Chaudhari,Female,59,Shimla,Gujarat,2023-03-27,4,Monthly,Fiber,18,No
6559,Ayush Palan,Male,21,Jaunpur,Gujarat,2023-09-01,3,Monthly,5G,39,No
6560,Yadavi Bala,Male,61,Agartala,Gujarat,2023-03-30,3,Monthly,Fiber,44,No
6561,Jagvi Kara,Female,67,Gandhinagar,Gujarat,2021-12-29,3,Annual,5G,42,No
6562,Liam Sha,Male,56,Sambhal,Tamil Nadu,2023-12-26,3,Annual,DSL,47,Yes
6563,Brinda Sawhney,Male,37,Mau,Karnataka,2023-11-21,3,Monthly,5G,54,No
6564,Hritik Borra,Male,41,,Gujarat,2024-08-11,4,Monthly,Fiber,39,Yes
6565,Shivansh Pant,Female,41,Jodhpur,Delhi,2023-03-20,4,Two-Year,Fiber,37,No
6566,Aarav Raja,Male,43,Pondicherry,Maharashtra,2024-09-04,4,Monthly,5G,11,No
6567,Lucky Wali,Male,42,Gandhidham,Madhya Pradesh,2023-11-04,4,Annual,None,3,Yes
6568,Omisha Kala,Male,53,Saharsa,Gujarat,2022-07-24,3,Annual,Fiber,29,Yes
6569,Harish Narula,Male,24,Yamunanagar,Delhi,2023-08-28,3,Monthly,5G,4,No
6570,Mohammed Shroff,Male,27,Rourkela,Tamil Nadu,2024-06-19,2,Annual,Fiber,31,Yes
6571,Chakradhar Naik,Male,64,Etawah,Delhi,2021-12-19,4,Two-Year,DSL,11,No
6572,Lekha Chopra,Female,29,Miryalaguda,Madhya Pradesh,2024-06-25,3,Two-Year,None,30,No
6573,Zayyan Doctor,Female,18,Giridih,Madhya Pradesh,2022-09-02,2,Annual,None,15,Yes
6574,Rajeshri Issac,Male,69,Mau,Delhi,2022-04-13,2,Annual,Fiber,15,No
6575,Ansh Mital,Female,67,Dehradun,Tamil Nadu,2023-07-13,1,Monthly,Fiber,58,Yes
6576,Orinder Ben,Female,42,Nandyal,Madhya Pradesh,2022-01-23,4,Monthly,Fiber,32,No
6577,Manya Baria,Male,33,Jamshedpur,Tamil Nadu,2023-01-29,3,Monthly,DSL,29,No
6578,Ishanvi Dugar,Female,22,Mumbai,Maharashtra,2022-03-18,4,Two-Year,Fiber,49,Yes
6579,Xalak Savant,Female,36,Howrah,Gujarat,2024-09-27,2,Monthly,Fiber,43,Yes
6580,Anamika Palan,Female,21,Narasaraopet,Madhya Pradesh,2022-05-31,4,Monthly,Fiber,28,No
6581,Omisha Gandhi,Female,23,Jaunpur,Delhi,2023-04-23,1,Monthly,Fiber,21,Yes
6582,Wishi Nagy,Female,43,Bhagalpur,Karnataka,2021-02-14,1,Monthly,None,38,Yes
6583,Hitesh Gade,Female,66,Baranagar,Karnataka,2024-12-13,3,Monthly,,39,No
6584,Nihal Shenoy,Female,56,Srikakulam,Rajasthan,2022-12-24,3,Monthly,Fiber,11,Yes
6585,Gaurika Agarwal,Female,56,Pondicherry,Maharashtra,2023-01-26,3,Monthly,DSL,32,No
6586,Neelima Rajan,Male,26,Sonipat,Karnataka,2021-07-22,3,Annual,None,27,Yes
6587,Vanya Chad,Male,62,Barasat,Maharashtra,2022-06-23,4,Annual,DSL,24,No
6588,Aadhya Madan,Female,69,Mysore,Gujarat,2022-01-21,4,Monthly,DSL,37,No
6589,Balvan Toor,Female,31,Pune,Rajasthan,2022-09-22,2,Annual,None,1,No
6590,Ojasvi Halder,Male,65,Jehanabad,Maharashtra,2023-08-26,2,Annual,DSL,32,No
6591,Vedhika Cheema,Female,26,Thoothukudi,Tamil Nadu,2023-01-08,3,Monthly,DSL,53,No
6592,Mugdha Edwin,Female,32,Kolkata,Tamil Nadu,2021-12-26,4,Monthly,DSL,1,No
6593,Charan Muni,Male,54,Aurangabad,Rajasthan,2025-01-31,3,Two-Year,None,45,No
6594,Shivani Saha,Male,67,Navi Mumbai,Tamil Nadu,2023-09-10,2,Annual,DSL,56,No
6595,Sudiksha Verma,Male,37,Ghaziabad,Madhya Pradesh,2021-07-24,4,Monthly,5G,34,Yes
6596,Ryan Ratta,Female,25,Junagadh,Tamil Nadu,2024-06-24,3,Monthly,DSL,18,No
6597,Dhriti Natt,Female,49,Mira-Bhayandar,Tamil Nadu,2023-09-18,1,Annual,DSL,29,No
6598,Pallavi Bains,Male,64,Fatehpur,Tamil Nadu,2023-12-09,2,Annual,Fiber,6,No
6599,Neel Deshpande,Male,38,Saharsa,Tamil Nadu,2022-01-01,1,Two-Year,None,57,No
6600,Vinaya Tiwari,Female,58,Siliguri,Madhya Pradesh,2021-09-10,1,Monthly,DSL,31,No
6601,Isaac Mane,Male,36,Bilaspur,Tamil Nadu,2021-03-19,4,Monthly,Fiber,14,No
6602,Kai Kalla,Female,46,Orai,Tamil Nadu,2023-02-08,1,Annual,Fiber,11,No
6603,Madhav Johal,Female,48,Bhiwani,Gujarat,2022-09-24,1,Monthly,DSL,5,Yes
6604,Upma Sandal,Male,23,Hubli–Dharwad,Madhya Pradesh,2023-09-14,3,Monthly,Fiber,22,Yes
6605,Tanvi Toor,Male,21,Panchkula,Tamil Nadu,2022-02-21,4,Monthly,5G,51,No
6606,Sudiksha Jha,Female,60,Dhanbad,Maharashtra,2023-11-25,3,Monthly,Fiber,13,No
6607,Hemangini Korpal,Male,46,Gandhinagar,Rajasthan,2025-01-01,3,Two-Year,DSL,12,No
6608,Aditya Srinivas,Male,59,Thrissur,Gujarat,2021-11-08,3,Annual,Fiber,41,No
6609,Ayaan Chaudhari,Male,20,Etawah,Madhya Pradesh,2024-03-12,4,Monthly,Fiber,4,No
6610,Anita Sant,Male,18,Allahabad,Karnataka,2021-07-16,2,Annual,DSL,38,No
6611,Yatin Baral,Female,61,Kurnool,Delhi,2023-09-24,4,Annual,DSL,4,No
6612,Diya Badal,Female,32,Munger,Madhya Pradesh,2021-09-17,3,Two-Year,Fiber,30,No
6613,Vedhika Nigam,Female,64,Bhiwandi,Rajasthan,2024-10-21,2,Two-Year,Fiber,54,No
6614,Gauri Barman,Female,38,Thrissur,Gujarat,2022-08-19,1,Monthly,Fiber,1,No
6615,Irya Chanda,Male,63,Kozhikode,Tamil Nadu,2024-04-30,2,Two-Year,5G,49,No
6616,Aadi Andra,Male,48,Jammu,Gujarat,2025-02-19,4,Monthly,DSL,31,No
6617,Avi Misra,Female,24,Bardhaman,Delhi,2022-06-18,3,Monthly,DSL,49,Yes
6618,Frado Kapadia,Female,34,Suryapet,Delhi,2021-01-24,1,Monthly,None,42,No
6619,Jeet Sawhney,Male,36,Ahmednagar,Madhya Pradesh,2023-08-01,1,Monthly,5G,50,No
6620,Ishanvi Salvi,Female,56,Hubli–Dharwad,Tamil Nadu,2024-01-04,3,Two-Year,None,23,No
6621,Vasana Varughese,Female,20,Raiganj,Tamil Nadu,2023-07-12,1,Annual,DSL,14,No
6622,Unnati Gandhi,Male,47,Ambarnath,Maharashtra,2024-11-18,1,Annual,Fiber,35,No
6623,Sanya Chopra,Female,52,Berhampore,Delhi,2022-11-10,1,Two-Year,DSL,17,No
6624,Ekiya Bains,Male,46,Meerut,Tamil Nadu,2025-01-21,4,Monthly,Fiber,60,No
6625,Oviya Kari,Male,67,Tadepalligudem,Delhi,2021-04-20,2,Monthly,Fiber,32,Yes
6626,Isaac Lal,Female,69,Bettiah,Maharashtra,2021-03-31,4,Annual,DSL,56,No
6627,Divya Srivastava,Male,31,Saharsa,Karnataka,2021-02-06,1,Two-Year,Fiber,56,No
6628,Maanav Doshi,Female,52,Singrauli,Delhi,2023-04-02,4,Two-Year,Fiber,36,Yes
6629,Oscar Kala,Male,45,Anantapur,Maharashtra,2023-09-20,1,Monthly,Fiber,23,No
6630,Adweta Master,Female,47,Loni,Maharashtra,2025-05-06,4,Two-Year,5G,34,Yes
6631,Chanakya Gopal,Female,43,Tiruppur,Rajasthan,2022-07-26,2,Two-Year,Fiber,47,No
6632,Chaitanya Chatterjee,Female,24,Nizamabad,Maharashtra,2022-08-07,3,Monthly,Fiber,38,No
6633,Jason Jani,Male,56,Sonipat,Gujarat,2021-11-03,2,Annual,5G,41,No
6634,Jason Bhattacharyya,Male,48,Ambarnath,Madhya Pradesh,2021-03-03,4,Monthly,Fiber,39,No
6635,Vasudha Sha,Female,22,Varanasi,Tamil Nadu,2021-11-01,4,Monthly,None,22,No
6636,Jhalak Hayer,Male,52,Berhampore,Delhi,2021-06-28,2,Two-Year,Fiber,42,No
6637,Pooja Chokshi,Female,67,Motihari,Madhya Pradesh,2022-06-24,4,Annual,5G,2,Yes
6638,Wyatt Anand,Female,64,Jamnagar,Gujarat,2023-07-21,3,Annual,Fiber,20,No
6639,Jatin Bhat,Male,69,Mahbubnagar,Delhi,2023-07-21,3,Two-Year,Fiber,14,No
6640,Omya Ramachandran,Female,31,Kharagpur,Madhya Pradesh,2023-04-25,2,Monthly,5G,38,No
6641,Yochana Sastry,Male,53,Karaikudi,Gujarat,2025-01-07,1,Monthly,None,37,Yes
6642,Megha Shankar,Female,44,Bardhaman,Tamil Nadu,2025-03-23,3,Monthly,,37,No
6643,Akshay Chakrabarti,Male,41,Mira-Bhayandar,Maharashtra,2023-11-26,4,Annual,5G,52,No
6644,Hema Chahal,Female,57,Madurai,Madhya Pradesh,2023-01-20,1,Two-Year,Fiber,12,No
6645,Harini Kadakia,Female,46,Rajpur Sonarpur,Madhya Pradesh,2025-02-10,3,Annual,5G,28,Yes
6646,Gauri Buch,Male,62,Chandigarh,Delhi,2024-01-02,1,Two-Year,DSL,56,No
6647,Kiaan Bedi,Female,39,Kirari Suleman Nagar,Maharashtra,2023-11-20,4,Annual,DSL,8,No
6648,Geetika Tara,Female,25,Varanasi,Rajasthan,2023-01-09,2,Annual,DSL,29,Yes
6649,Aarush Saxena,Male,32,Bhalswa Jahangir Pur,Tamil Nadu,2024-08-19,2,Annual,Fiber,21,Yes
6650,Ekbal Walia,Female,66,Tiruppur,Delhi,2024-10-02,4,Two-Year,DSL,39,Yes
6651,Priya Pandya,Male,22,Anantapur,Karnataka,2023-03-08,2,Monthly,Fiber,48,Yes
6652,Lavanya Wadhwa,Female,69,Alappuzha,Karnataka,2025-03-15,4,Monthly,DSL,18,Yes
6653,Idika Kant,Male,21,Nandyal,Karnataka,2025-03-21,2,Monthly,Fiber,48,No
6654,Diya Choudhury,Female,28,Surendranagar Dudhrej,Tamil Nadu,2023-12-25,3,Two-Year,DSL,19,Yes
6655,Ekavir Bakshi,Female,35,Junagadh,Karnataka,2023-01-17,2,Two-Year,Fiber,10,No
6656,Nihal Bandi,Female,59,Chittoor,Madhya Pradesh,2022-09-19,1,Monthly,Fiber,9,No
6657,Waida Deol,Male,66,Sasaram,Rajasthan,2022-03-29,2,Two-Year,Fiber,23,No
6658,Manbir Mangal,Male,47,Panipat,Delhi,2023-04-11,2,Annual,Fiber,30,No
6659,Nidhi Prasad,Male,32,Baranagar,Rajasthan,2023-01-28,2,Monthly,Fiber,22,No
6660,Ekantika Hayer,Male,23,South Dumdum,Rajasthan,2023-05-11,2,Two-Year,Fiber,59,No
6661,Balendra Kota,Female,33,Malda,Rajasthan,2025-04-02,3,Annual,Fiber,55,No
6662,Sarthak Goswami,Female,64,Jehanabad,Madhya Pradesh,2023-03-30,4,Monthly,Fiber,29,No
6663,Christopher Kapoor,Male,57,Bidar,Karnataka,2024-10-24,3,Monthly,None,6,No
6664,Manya Wali,Male,26,Raebareli,Rajasthan,2023-11-27,3,Monthly,Fiber,50,Yes
6665,Anita Ravel,Male,60,Satna,Rajasthan,2022-01-16,1,Annual,5G,35,No
6666,Upma Acharya,Female,51,Kota,Delhi,2024-05-27,4,Monthly,DSL,14,No
6667,Omaja Nath,Male,44,Kulti,Madhya Pradesh,2022-10-11,4,Annual,DSL,5,Yes
6668,Jonathan Lala,Male,30,Aurangabad,Tamil Nadu,2021-09-03,1,Annual,Fiber,46,Yes
6669,Hardik Walla,Female,53,Amravati,Maharashtra,2025-04-23,4,Monthly,Fiber,18,No
6670,Xalak Issac,Female,44,Eluru,Madhya Pradesh,2021-09-08,2,Annual,5G,35,Yes
6671,Agastya Ganesan,Male,26,Singrauli,Gujarat,2022-07-19,4,Two-Year,DSL,30,No
6672,Dipta Bhatnagar,Female,22,Bellary,Karnataka,2023-06-28,1,Monthly,DSL,7,No
6673,Aarna Sampath,Male,68,Jaunpur,Gujarat,2024-10-01,1,Annual,DSL,34,No
6674,Zehaan Cherian,Female,39,Vasai-Virar,Maharashtra,2023-04-01,1,Two-Year,DSL,38,No
6675,Libni Mishra,Male,48,Bulandshahr,Tamil Nadu,2022-12-16,1,Monthly,5G,42,No
6676,Manya Wable,Male,20,Surat,Madhya Pradesh,2022-04-17,3,Monthly,5G,53,No
6677,Chakradev Keer,Male,47,North Dumdum,Tamil Nadu,2025-05-04,4,Annual,Fiber,19,No
6678,Brinda Bera,Male,38,Serampore,Maharashtra,2021-05-02,3,Annual,5G,45,No
6679,Vinaya Chokshi,Female,52,Haldia,Gujarat,2024-09-11,1,Monthly,DSL,56,No
6680,Lavanya Luthra,Female,23,Sirsa,Madhya Pradesh,2025-04-01,1,Monthly,DSL,54,No
6681,Gautami Ben,Female,45,Bhilwara,Karnataka,2023-02-20,3,Annual,5G,11,Yes
6682,Quincy Mammen,Female,49,Bhilai,Delhi,2023-01-18,2,Monthly,DSL,41,No
6683,Kritika Ram,Male,59,Silchar,Rajasthan,2021-05-01,4,Annual,5G,17,No
6684,Harish Vaidya,Male,54,Bihar Sharif,Tamil Nadu,2021-05-19,3,Annual,DSL,11,No
6685,Yachana Nagar,Female,42,Ludhiana,Maharashtra,2021-03-28,4,Monthly,DSL,45,No
6686,Faraj Vasa,Female,49,Sikar,Madhya Pradesh,2021-05-10,1,Monthly,5G,28,No
6687,Ekalinga Sridhar,Female,52,Bhilai,Gujarat,2021-09-09,1,Annual,Fiber,3,No
6688,Kashvi Wali,Female,39,Gopalpur,Karnataka,2023-02-26,1,Annual,DSL,10,No
6689,Dev Sheth,Female,41,Vadodara,Gujarat,2024-10-15,4,Two-Year,Fiber,24,No
6690,Vidhi Vasa,Male,56,Mahbubnagar,Karnataka,2024-12-24,4,Monthly,,33,No
6691,Chameli Balasubramanian,Male,47,Rajpur Sonarpur,Madhya Pradesh,2021-02-16,3,Annual,DSL,59,No
6692,Harini Kuruvilla,Male,67,Miryalaguda,Delhi,2022-05-16,1,Monthly,Fiber,59,Yes
6693,Siddharth Shah,Female,49,Tirunelveli,Delhi,2022-03-01,3,Two-Year,Fiber,56,No
6694,Netra Bajwa,Female,48,Darbhanga,Rajasthan,2024-10-30,2,Monthly,None,59,Yes
6695,Deepa Bora,Female,40,Howrah,Maharashtra,2023-08-23,1,Annual,,26,No
6696,Kashish Bal,Female,57,Chapra,Maharashtra,2023-01-01,1,Monthly,DSL,5,No
6697,Veer Dave,Male,50,Bharatpur,Karnataka,2021-04-21,2,Monthly,DSL,24,No
6698,Ethan Wali,Male,42,Madanapalle,Karnataka,2024-06-04,3,Monthly,Fiber,44,No
6699,Nilima Hayre,Female,53,Sultan Pur Majra,Karnataka,2023-11-29,4,Monthly,DSL,26,No
6700,Jacob Sinha,Male,41,Guwahati,Karnataka,2021-05-15,1,Monthly,DSL,7,No
6701,Sara Bhagat,Male,48,Mathura,Rajasthan,2024-08-11,4,Monthly,Fiber,12,No
6702,Amruta Mahal,Female,56,Rajahmundry,Madhya Pradesh,2022-09-02,1,Monthly,Fiber,57,No
6703,Lekha Singhal,Female,63,Kollam,Madhya Pradesh,2023-11-24,1,Monthly,Fiber,39,No
6704,Siya Dora,Female,30,Chandigarh,Delhi,2023-09-14,4,Annual,5G,44,No
6705,Kamala Chopra,Female,27,Khandwa,Maharashtra,2022-03-04,1,Annual,Fiber,36,No
6706,Nathan Karnik,Female,40,Agra,Rajasthan,2023-12-28,2,Monthly,Fiber,17,No
6707,Lucky Dada,Female,35,Gopalpur,Maharashtra,2021-07-18,3,Monthly,Fiber,16,No
6708,Odika Deshpande,Male,49,Sambalpur,Tamil Nadu,2022-07-14,2,Monthly,5G,31,No
6709,Simon Sachar,Male,50,Bhalswa Jahangir Pur,Maharashtra,2021-09-16,3,Monthly,DSL,18,No
6710,Radhika Dash,Female,53,Mysore,Maharashtra,2022-12-26,2,Monthly,5G,32,No
6711,Nitesh Wali,Male,45,Cuttack,Gujarat,2022-11-05,2,Monthly,None,2,Yes
6712,Widisha Wadhwa,Female,33,Kharagpur,Gujarat,2021-05-17,3,Two-Year,None,49,No
6713,Max Gola,Female,33,,Rajasthan,2023-07-05,1,Two-Year,DSL,10,No
6714,Dipta Bhagat,Female,35,Mahbubnagar,Tamil Nadu,2023-07-25,4,Monthly,DSL,48,Yes
6715,Michael Ravel,Female,25,Panvel,Karnataka,2022-01-16,4,Annual,5G,39,Yes
6716,Hemal Sami,Male,59,Khandwa,Tamil Nadu,2025-03-28,4,Monthly,Fiber,14,No
6717,Ridhi Edwin,Female,33,Ozhukarai,Tamil Nadu,2021-08-26,1,Monthly,Fiber,52,No
6718,Ojas Pandey,Male,28,Ambattur,Delhi,2024-07-31,2,Two-Year,Fiber,47,No
6719,Owen Bava,Female,23,Ambarnath,Madhya Pradesh,2022-11-19,2,Monthly,5G,10,No
6720,Charles Bhalla,Female,18,Bhusawal,Maharashtra,2022-04-03,2,Annual,Fiber,55,No
6721,Harshil Bawa,Female,29,Bhimavaram,Delhi,2024-03-04,1,Annual,5G,28,No
6722,Urmi Agrawal,Male,55,Baranagar,Rajasthan,2021-03-23,3,Annual,5G,24,No
6723,Radha Narayanan,Female,45,Katni,Madhya Pradesh,2022-08-18,1,Monthly,Fiber,54,No
6724,Oeshi Divan,Female,62,Chandrapur,Rajasthan,2022-10-16,4,Annual,Fiber,40,No
6725,Eta Pandey,Female,34,Patna,Maharashtra,2024-05-17,2,Monthly,Fiber,34,No
6726,Ranbir Modi,Male,18,Khora ,Rajasthan,2022-02-07,1,Monthly,Fiber,60,No
6727,Vincent Jayaraman,Male,49,Mira-Bhayandar,Tamil Nadu,2023-04-02,1,Two-Year,DSL,49,No
6728,Sara Sem,Male,25,Patiala,Maharashtra,2021-07-07,1,Annual,DSL,41,No
6729,Anmol Chaudry,Female,57,Sri Ganganagar,Karnataka,2022-05-08,3,Two-Year,5G,9,No
6730,Janya Kapur,Male,60,Medininagar,Karnataka,2021-09-12,2,Monthly,Fiber,47,Yes
6731,Samaksh Batra,Female,63,Patiala,Tamil Nadu,2024-09-08,1,Monthly,DSL,29,No
6732,Zaid Varughese,Male,41,Bahraich,Rajasthan,2022-03-01,1,Annual,DSL,45,No
6733,Rachana Nagi,Male,27,Bhalswa Jahangir Pur,Gujarat,2024-12-09,4,Monthly,5G,41,No
6734,Gautami Gole,Female,64,Karawal Nagar,Karnataka,2024-04-05,2,Annual,Fiber,36,Yes
6735,Chaitaly Aurora,Male,56,Kolkata,Tamil Nadu,2022-04-30,1,Two-Year,,9,No
6736,Eta Kunda,Female,56,Mumbai,Delhi,2022-03-12,1,Two-Year,Fiber,41,No
6737,Shaurya Sampath,Female,27,Amaravati,Gujarat,2025-04-05,1,Annual,Fiber,47,No
6738,Nimrat Balakrishnan,Male,53,Miryalaguda,Karnataka,2025-02-13,1,Monthly,Fiber,11,No
6739,Shivansh Sachdeva,Female,42,Hajipur,Tamil Nadu,2021-06-29,2,Two-Year,DSL,21,No
6740,Oviya Mallick,Female,67,Jamalpur,Tamil Nadu,2023-12-31,1,Annual,Fiber,13,No
6741,Gautam Walla,Male,27,Ahmedabad,Delhi,2023-06-20,3,Two-Year,5G,49,No
6742,Shravya Bawa,Male,36,Adoni,Delhi,2025-01-04,1,Annual,None,24,No
6743,Utkarsh Shenoy,Female,63,Danapur,Gujarat,2022-10-06,3,Two-Year,DSL,1,No
6744,Wazir Randhawa,Male,62,Tiruchirappalli,Madhya Pradesh,2021-05-19,2,Monthly,Fiber,35,Yes
6745,Harita Chanda,Female,32,Kakinada,Karnataka,2023-02-26,1,Annual,5G,35,No
6746,Yasti Dara,Female,33,Amaravati,Tamil Nadu,2021-04-12,4,Monthly,Fiber,21,Yes
6747,Veda Lad,Male,19,Machilipatnam,Gujarat,2022-04-13,3,Annual,5G,47,No
6748,Azaan Parsa,Male,46,Fatehpur,Rajasthan,2021-10-10,3,Annual,DSL,5,No
6749,Rachit Kari,Male,21,Gangtok,Gujarat,2023-11-19,1,Monthly,Fiber,21,No
6750,Damyanti Narula,Male,67,Ambarnath,Rajasthan,2021-01-18,4,Annual,Fiber,4,No
6751,Umang Gulati,Female,46,Amritsar,Delhi,2023-01-26,4,Monthly,DSL,33,No
6752,Tanvi Mukherjee,Female,48,Shivpuri,Tamil Nadu,2022-11-18,1,Monthly,5G,36,No
6753,Kavya Hayer,Male,34,Dhanbad,Maharashtra,2025-03-12,2,Monthly,Fiber,58,Yes
6754,Qabil Venkataraman,Male,27,Nizamabad,Madhya Pradesh,2022-08-24,2,Monthly,Fiber,8,Yes
6755,Veer Kulkarni,Female,44,Bijapur,Madhya Pradesh,2023-11-10,1,Monthly,Fiber,29,No
6756,Bhavini Dey,Female,58,Dhule,Delhi,2024-09-11,2,Monthly,DSL,53,No
6757,Ronith Wable,Female,32,Ahmednagar,Rajasthan,2024-10-11,4,Monthly,DSL,7,No
6758,Chameli Raval,Female,61,Purnia,Tamil Nadu,2022-03-09,2,Monthly,None,1,No
6759,Nitesh Baria,Male,48,Eluru,Gujarat,2024-11-23,2,Monthly,5G,5,No
6760,Zarna Char,Female,38,Hajipur,Madhya Pradesh,2023-11-08,2,Annual,5G,13,Yes
6761,Yamini Pradhan,Female,58,Mehsana,Gujarat,2025-04-23,1,Annual,Fiber,60,No
6762,Ranbir Pandit,Male,63,Ambattur,Karnataka,2022-01-11,1,Two-Year,Fiber,26,No
6763,Eesha Bath,Female,62,Ambala,Maharashtra,2024-09-25,3,Monthly,DSL,12,Yes
6764,Ikshita Arya,Female,43,Shimoga,Delhi,2024-03-19,2,Two-Year,Fiber,59,No
6765,Warhi Kadakia,Male,55,Kharagpur,Rajasthan,2023-10-08,1,Monthly,5G,8,No
6766,Omisha Om,Male,68,Gangtok,Madhya Pradesh,2022-12-17,4,Monthly,5G,53,No
6767,Jacob Naidu,Male,53,,Karnataka,2024-06-10,3,Monthly,Fiber,60,No
6768,Chanchal Chandran,Female,69,Tinsukia,Karnataka,2024-02-02,4,Monthly,5G,49,No
6769,Advik Raghavan,Female,34,Kamarhati,Maharashtra,2023-10-21,2,Monthly,Fiber,34,No
6770,Yahvi Khatri,Male,68,Nashik,Delhi,2023-01-07,4,Annual,Fiber,22,Yes
6771,Libni Ghosh,Male,20,Raichur,Delhi,2021-08-09,3,Two-Year,Fiber,50,No
6772,Chatura Andra,Female,31,Katni,Gujarat,2023-11-16,2,Two-Year,DSL,9,No
6773,Vidhi Mall,Male,66,Uluberia,Delhi,2023-12-24,1,Annual,5G,9,No
6774,Hritik Borra,Male,30,Kota,Karnataka,2021-09-11,4,Annual,Fiber,45,No
6775,Jhalak Karan,Male,58,Gangtok,Gujarat,2024-06-26,4,Monthly,5G,18,Yes
6776,Karan Guha,Female,44,Karaikudi,Delhi,2023-01-06,3,Two-Year,Fiber,17,No
6777,Farhan Vyas,Female,18,Karaikudi,Rajasthan,2023-04-06,1,Annual,None,7,No
6778,Hemang Pillai,Female,34,Kirari Suleman Nagar,Rajasthan,2024-02-29,2,Monthly,5G,39,No
6779,Kashish Choudhary,Female,65,Sambhal,Maharashtra,2021-01-30,2,Annual,5G,51,No
6780,Varenya Sem,Female,67,Bijapur,Karnataka,2023-02-26,2,Monthly,DSL,34,Yes
6781,Ekantika Pandya,Female,51,Kalyan-Dombivli,Tamil Nadu,2021-01-10,3,Annual,Fiber,16,No
6782,Aadhya Viswanathan,Male,31,Warangal,Maharashtra,2024-01-18,4,Two-Year,Fiber,57,No
6783,Ranbir Dutta,Female,34,Haldia,Maharashtra,2022-03-06,4,Annual,DSL,28,No
6784,Hredhaan Thaman,Female,20,Sambhal,Delhi,2024-03-16,4,Two-Year,DSL,25,No
6785,Chavvi Bajaj,Male,51,Hapur,Gujarat,2024-02-25,4,Two-Year,DSL,22,No
6786,Jacob Suresh,Female,57,Thiruvananthapuram,Gujarat,2022-11-29,3,Monthly,Fiber,55,No
6787,Xavier Joshi,Female,42,Gurgaon,Rajasthan,2021-05-04,3,Monthly,DSL,34,No
6788,Falguni Gupta,Male,19,Guntakal,Karnataka,2024-09-26,1,Monthly,DSL,15,Yes
6789,Gaurika Shan,Male,51,Jaipur,Delhi,2025-03-22,3,Two-Year,Fiber,16,No
6790,Prisha Kade,Male,43,Bhilwara,Gujarat,2021-02-20,4,Monthly,5G,16,No
6791,Vritti Pingle,Female,48,Dhule,Rajasthan,2022-02-02,2,Annual,DSL,38,No
6792,Gavin Pant,Male,26,Aurangabad,Madhya Pradesh,2021-11-10,1,Monthly,Fiber,22,No
6793,Anya Baral,Female,47,Tadipatri,Tamil Nadu,2022-10-10,2,Annual,Fiber,29,Yes
6794,Omkaar Jha,Female,37,Bally,Madhya Pradesh,2022-05-29,2,Monthly,Fiber,32,No
6795,Ishani Yadav,Female,38,Udupi,Delhi,2022-05-17,4,Monthly,Fiber,43,Yes
6796,Fariq Gandhi,Female,46,Adoni,Delhi,2022-06-14,3,Monthly,DSL,24,Yes
6797,Aashi Som,Male,42,Durgapur,Gujarat,2022-11-28,3,Annual,None,41,No
6798,Manbir Sarma,Male,55,Kottayam,Maharashtra,2023-01-04,3,Monthly,5G,50,Yes
6799,Leena Dey,Female,61,Navi Mumbai,Delhi,2023-05-10,4,Two-Year,Fiber,23,Yes
6800,Krishna Wagle,Male,42,Hazaribagh,Maharashtra,2022-02-23,4,Monthly,5G,57,Yes
6801,Chakradev Ratti,Female,26,Hindupur,Karnataka,2021-07-13,2,Annual,None,38,No
6802,Udyati Dara,Female,56,Khammam,Rajasthan,2021-11-08,1,Two-Year,Fiber,23,No
6803,Ekaraj Bala,Female,61,Tezpur,Karnataka,2023-09-23,3,Annual,None,25,Yes
6804,Radha Sibal,Male,43,Allahabad,Gujarat,2022-12-23,3,Monthly,None,26,No
6805,Janani Vig,Female,54,Dehradun,Karnataka,2024-08-15,1,Two-Year,5G,36,No
6806,Wazir Palla,Female,33,Saharanpur,Madhya Pradesh,2024-09-14,2,Monthly,Fiber,50,Yes
6807,Watika Soni,Male,54,Hazaribagh,Madhya Pradesh,2022-04-21,2,Monthly,DSL,34,Yes
6808,Christopher Wadhwa,Male,29,Udupi,Madhya Pradesh,2022-08-07,1,Monthly,Fiber,13,Yes
6809,Yashoda Varkey,Male,41,Secunderabad,Gujarat,2021-04-27,3,Monthly,None,33,No
6810,Shravya Gara,Male,43,Gangtok,Gujarat,2021-09-21,4,Annual,Fiber,41,No
6811,Daksh Mangat,Female,37,Bhavnagar,Madhya Pradesh,2025-03-21,4,Annual,5G,58,No
6812,Rohan Manne,Male,26,Anantapuram,Maharashtra,2025-03-23,1,Monthly,Fiber,46,Yes
6813,Upkaar Peri,Female,40,Pune,Madhya Pradesh,2021-01-21,3,Monthly,Fiber,4,No
6814,Onkar Bhagat,Male,56,Panchkula,Maharashtra,2022-04-22,1,Monthly,None,53,No
6815,Benjamin Maharaj,Male,46,Dharmavaram,Karnataka,2022-07-03,2,Monthly,5G,36,Yes
6816,Mitesh Setty,Male,48,Jodhpur,Maharashtra,2024-04-11,2,Monthly,Fiber,20,No
6817,Zaid Sarma,Male,36,Kharagpur,Delhi,2023-08-06,4,Monthly,None,29,Yes
6818,Divya Memon,Male,37,Bathinda,Tamil Nadu,2023-10-18,2,Annual,5G,15,Yes
